brand_sales_no,stock_in_date,doc_no,order_tx_type,audit_date,material_code,material_name,receivable_qty,batch_no,warehouse,doc_status,expiry_date,model,stock_in_qty,remark,logistics_no,logistics_company,supplier_material_code,supplier_material_name
BS-00000655,2026-04-27,RK-00000655,01,2026-04-28,SKU-0010,物料-17,221,R20260427-0655,WH-001-主仓,已审核,2027-07-16,C型,534,正常,LG202604270655,申通,SUP-000655,供应商物料-655
BS-00000656,2026-03-12,RK-00000656,01,2026-03-13,SKU-0004,物料-29,495,R20260312-0656,WH-001-主仓,未审核,2027-04-15,C型,698,,LG202603120656,圆通,SUP-000656,供应商物料-656
BS-00000657,2026-03-29,RK-00000657,03,2026-03-31,SKU-0020,物料-22,805,R20260329-0657,WH-002-次仓,已审核,2027-07-16,D型,347,破损,LG202603290657,中通,SUP-000657,供应商物料-657
BS-00000658,2026-04-12,RK-00000658,02,2026-04-14,SKU-0028,物料-11,129,R20260412-0658,WH-001-主仓,已审核,2028-02-26,B型,130,,LG202604120658,申通,SUP-000658,供应商物料-658
BS-00000659,2026-05-22,RK-00000659,01,2026-05-22,SKU-0019,物料-07,900,R20260522-0659,WH-001-主仓,已审核,2027-04-29,B型,478,正常,LG202605220659,圆通,SUP-000659,供应商物料-659
BS-00000660,2026-03-22,RK-00000660,03,2026-03-22,SKU-0024,物料-03,563,R20260322-0660,WH-001-主仓,已审核,2027-01-22,A型,381,正常,LG202603220660,中通,SUP-000660,供应商物料-660
BS-00000661,2026-03-31,RK-00000661,01,2026-04-02,SKU-0004,物料-03,12,R20260331-0661,WH-001-主仓,已审核,2027-01-21,A型,491,,LG202603310661,顺丰,SUP-000661,供应商物料-661
BS-00000662,2026-03-19,RK-00000662,02,2026-03-21,SKU-0024,物料-02,953,R20260319-0662,WH-003-电商仓,已审核,2027-10-25,B型,188,正常,LG202603190662,中通,SUP-000662,供应商物料-662
BS-00000663,2026-06-04,RK-00000663,02,2026-06-04,SKU-0011,物料-21,238,R20260604-0663,WH-003-电商仓,已审核,2027-11-21,C型,120,,LG202606040663,顺丰,SUP-000663,供应商物料-663
BS-00000664,2026-04-18,RK-00000664,02,2026-04-19,SKU-0003,物料-16,238,R20260418-0664,WH-001-主仓,已审核,2027-05-24,A型,18,,LG202604180664,圆通,SUP-000664,供应商物料-664
BS-00000665,2026-03-17,RK-00000665,01,2026-03-19,SKU-0027,物料-23,994,R20260317-0665,WH-002-次仓,已审核,2027-09-23,C型,231,,LG202603170665,圆通,SUP-000665,供应商物料-665
BS-00000666,2026-03-13,RK-00000666,03,2026-03-15,SKU-0015,物料-11,352,R20260313-0666,WH-002-次仓,未审核,2027-07-19,C型,806,,LG202603130666,中通,SUP-000666,供应商物料-666
BS-00000667,2026-05-24,RK-00000667,02,2026-05-25,SKU-0016,物料-28,150,R20260524-0667,WH-003-电商仓,已审核,2027-04-18,C型,870,正常,LG202605240667,圆通,SUP-000667,供应商物料-667
BS-00000668,2026-05-23,RK-00000668,03,2026-05-24,SKU-0012,物料-14,66,R20260523-0668,WH-002-次仓,未审核,2027-07-12,C型,631,正常,LG202605230668,圆通,SUP-000668,供应商物料-668
BS-00000669,2026-05-05,RK-00000669,02,2026-05-06,SKU-0018,物料-03,225,R20260505-0669,WH-002-次仓,未审核,2027-04-17,D型,988,正常,LG202605050669,顺丰,SUP-000669,供应商物料-669
BS-00000670,2026-03-14,RK-00000670,01,2026-03-16,SKU-0030,物料-07,652,R20260314-0670,WH-003-电商仓,已审核,2028-01-17,D型,657,破损,LG202603140670,圆通,SUP-000670,供应商物料-670
BS-00000671,2026-05-16,RK-00000671,01,2026-05-18,SKU-0024,物料-08,123,R20260516-0671,WH-001-主仓,未审核,2027-12-28,A型,117,,LG202605160671,申通,SUP-000671,供应商物料-671
BS-00000672,2026-05-22,RK-00000672,02,2026-05-24,SKU-0006,物料-13,712,R20260522-0672,WH-001-主仓,已审核,2027-01-25,B型,346,破损,LG202605220672,顺丰,SUP-000672,供应商物料-672
BS-00000673,2026-05-23,RK-00000673,03,2026-05-23,SKU-0015,物料-19,764,R20260523-0673,WH-003-电商仓,未审核,2027-08-12,D型,213,,LG202605230673,申通,SUP-000673,供应商物料-673
BS-00000674,2026-04-06,RK-00000674,03,2026-04-07,SKU-0002,物料-11,303,R20260406-0674,WH-001-主仓,未审核,2027-03-01,B型,536,,LG202604060674,中通,SUP-000674,供应商物料-674
BS-00000675,2026-04-28,RK-00000675,02,2026-04-29,SKU-0023,物料-01,836,R20260428-0675,WH-001-主仓,未审核,2028-04-01,A型,462,正常,LG202604280675,申通,SUP-000675,供应商物料-675
BS-00000676,2026-03-19,RK-00000676,01,2026-03-19,SKU-0012,物料-19,37,R20260319-0676,WH-003-电商仓,已审核,2027-10-01,C型,683,,LG202603190676,圆通,SUP-000676,供应商物料-676
BS-00000677,2026-05-17,RK-00000677,03,2026-05-17,SKU-0010,物料-13,547,R20260517-0677,WH-003-电商仓,已审核,2027-11-21,B型,957,破损,LG202605170677,中通,SUP-000677,供应商物料-677
BS-00000678,2026-05-25,RK-00000678,03,2026-05-25,SKU-0023,物料-22,605,R20260525-0678,WH-003-电商仓,已审核,2028-04-09,D型,955,正常,LG202605250678,圆通,SUP-000678,供应商物料-678
BS-00000679,2026-06-08,RK-00000679,01,2026-06-08,SKU-0004,物料-17,868,R20260608-0679,WH-002-次仓,已审核,2027-07-29,B型,204,正常,LG202606080679,中通,SUP-000679,供应商物料-679
BS-00000680,2026-05-19,RK-00000680,03,2026-05-20,SKU-0008,物料-09,330,R20260519-0680,WH-003-电商仓,已审核,2027-10-05,D型,270,,LG202605190680,中通,SUP-000680,供应商物料-680
BS-00000681,2026-05-26,RK-00000681,02,2026-05-26,SKU-0015,物料-19,851,R20260526-0681,WH-003-电商仓,已审核,2027-07-29,B型,875,正常,LG202605260681,顺丰,SUP-000681,供应商物料-681
BS-00000682,2026-04-10,RK-00000682,01,2026-04-10,SKU-0019,物料-19,723,R20260410-0682,WH-003-电商仓,已审核,2027-12-31,D型,18,破损,LG202604100682,申通,SUP-000682,供应商物料-682
BS-00000683,2026-04-07,RK-00000683,02,2026-04-08,SKU-0016,物料-28,582,R20260407-0683,WH-003-电商仓,已审核,2027-11-29,C型,225,,LG202604070683,圆通,SUP-000683,供应商物料-683
BS-00000684,2026-04-23,RK-00000684,01,2026-04-24,SKU-0013,物料-23,706,R20260423-0684,WH-001-主仓,未审核,2027-05-23,B型,782,破损,LG202604230684,中通,SUP-000684,供应商物料-684
BS-00000685,2026-03-16,RK-00000685,02,2026-03-17,SKU-0025,物料-23,767,R20260316-0685,WH-003-电商仓,已审核,2026-10-02,A型,932,正常,LG202603160685,顺丰,SUP-000685,供应商物料-685
BS-00000686,2026-03-31,RK-00000686,02,2026-04-01,SKU-0015,物料-29,522,R20260331-0686,WH-003-电商仓,已审核,2027-07-28,B型,122,破损,LG202603310686,中通,SUP-000686,供应商物料-686
BS-00000687,2026-05-02,RK-00000687,02,2026-05-04,SKU-0014,物料-06,937,R20260502-0687,WH-002-次仓,已审核,2027-10-16,D型,638,破损,LG202605020687,申通,SUP-000687,供应商物料-687
BS-00000688,2026-04-01,RK-00000688,03,2026-04-03,SKU-0015,物料-07,764,R20260401-0688,WH-002-次仓,已审核,2027-12-16,B型,349,正常,LG202604010688,中通,SUP-000688,供应商物料-688
BS-00000689,2026-03-14,RK-00000689,03,2026-03-16,SKU-0012,物料-05,41,R20260314-0689,WH-001-主仓,已审核,2027-06-02,A型,56,,LG202603140689,申通,SUP-000689,供应商物料-689
BS-00000690,2026-04-21,RK-00000690,02,2026-04-23,SKU-0011,物料-08,756,R20260421-0690,WH-003-电商仓,已审核,2027-04-03,C型,839,,LG202604210690,中通,SUP-000690,供应商物料-690
BS-00000691,2026-05-14,RK-00000691,02,2026-05-15,SKU-0021,物料-26,420,R20260514-0691,WH-003-电商仓,未审核,2027-01-06,B型,822,正常,LG202605140691,申通,SUP-000691,供应商物料-691
BS-00000692,2026-05-18,RK-00000692,01,2026-05-20,SKU-0003,物料-14,406,R20260518-0692,WH-003-电商仓,未审核,2027-10-03,C型,498,,LG202605180692,圆通,SUP-000692,供应商物料-692
BS-00000693,2026-06-07,RK-00000693,03,2026-06-07,SKU-0025,物料-18,26,R20260607-0693,WH-002-次仓,已审核,2027-08-26,C型,331,破损,LG202606070693,申通,SUP-000693,供应商物料-693
BS-00000694,2026-05-21,RK-00000694,02,2026-05-21,SKU-0014,物料-21,933,R20260521-0694,WH-001-主仓,已审核,2027-01-17,C型,800,正常,LG202605210694,申通,SUP-000694,供应商物料-694
BS-00000695,2026-04-04,RK-00000695,03,2026-04-04,SKU-0002,物料-27,610,R20260404-0695,WH-002-次仓,已审核,2026-12-28,D型,107,正常,LG202604040695,圆通,SUP-000695,供应商物料-695
BS-00000696,2026-05-02,RK-00000696,01,2026-05-04,SKU-0018,物料-25,61,R20260502-0696,WH-003-电商仓,未审核,2027-12-18,B型,454,,LG202605020696,申通,SUP-000696,供应商物料-696
BS-00000697,2026-05-25,RK-00000697,02,2026-05-27,SKU-0003,物料-20,379,R20260525-0697,WH-002-次仓,已审核,2027-02-04,B型,102,,LG202605250697,中通,SUP-000697,供应商物料-697
BS-00000698,2026-03-13,RK-00000698,03,2026-03-13,SKU-0009,物料-24,173,R20260313-0698,WH-003-电商仓,已审核,2027-10-18,A型,820,正常,LG202603130698,中通,SUP-000698,供应商物料-698
BS-00000699,2026-04-24,RK-00000699,01,2026-04-26,SKU-0011,物料-03,312,R20260424-0699,WH-003-电商仓,已审核,2027-10-20,C型,261,正常,LG202604240699,中通,SUP-000699,供应商物料-699
BS-00000700,2026-04-21,RK-00000700,02,2026-04-22,SKU-0026,物料-22,459,R20260421-0700,WH-003-电商仓,未审核,2027-11-06,D型,172,正常,LG202604210700,圆通,SUP-000700,供应商物料-700
BS-00000701,2026-05-20,RK-00000701,03,2026-05-22,SKU-0003,物料-08,937,R20260520-0701,WH-001-主仓,已审核,2026-11-24,D型,167,正常,LG202605200701,申通,SUP-000701,供应商物料-701
BS-00000702,2026-03-18,RK-00000702,01,2026-03-18,SKU-0005,物料-14,553,R20260318-0702,WH-002-次仓,已审核,2028-02-10,A型,588,破损,LG202603180702,申通,SUP-000702,供应商物料-702
BS-00000703,2026-04-18,RK-00000703,01,2026-04-18,SKU-0009,物料-25,719,R20260418-0703,WH-003-电商仓,已审核,2027-10-18,B型,147,破损,LG202604180703,中通,SUP-000703,供应商物料-703
BS-00000704,2026-06-01,RK-00000704,03,2026-06-03,SKU-0010,物料-14,511,R20260601-0704,WH-003-电商仓,已审核,2027-10-02,B型,393,正常,LG202606010704,申通,SUP-000704,供应商物料-704
BS-00000705,2026-04-25,RK-00000705,02,2026-04-27,SKU-0006,物料-29,360,R20260425-0705,WH-001-主仓,未审核,2027-04-09,D型,321,正常,LG202604250705,中通,SUP-000705,供应商物料-705
BS-00000706,2026-03-20,RK-00000706,03,2026-03-20,SKU-0006,物料-07,388,R20260320-0706,WH-001-主仓,已审核,2027-02-09,D型,299,正常,LG202603200706,中通,SUP-000706,供应商物料-706
BS-00000707,2026-05-03,RK-00000707,01,2026-05-03,SKU-0011,物料-06,448,R20260503-0707,WH-003-电商仓,未审核,2028-03-30,A型,74,破损,LG202605030707,中通,SUP-000707,供应商物料-707
BS-00000708,2026-04-08,RK-00000708,01,2026-04-10,SKU-0017,物料-27,210,R20260408-0708,WH-003-电商仓,已审核,2026-12-23,D型,783,,LG202604080708,圆通,SUP-000708,供应商物料-708
BS-00000709,2026-03-30,RK-00000709,02,2026-04-01,SKU-0027,物料-06,116,R20260330-0709,WH-003-电商仓,已审核,2027-12-21,D型,207,破损,LG202603300709,顺丰,SUP-000709,供应商物料-709
BS-00000710,2026-05-18,RK-00000710,03,2026-05-18,SKU-0002,物料-12,514,R20260518-0710,WH-003-电商仓,未审核,2028-02-22,A型,692,正常,LG202605180710,顺丰,SUP-000710,供应商物料-710
BS-00000711,2026-03-15,RK-00000711,02,2026-03-15,SKU-0009,物料-22,393,R20260315-0711,WH-001-主仓,已审核,2027-10-27,C型,537,正常,LG202603150711,申通,SUP-000711,供应商物料-711
BS-00000712,2026-03-24,RK-00000712,02,2026-03-24,SKU-0024,物料-15,857,R20260324-0712,WH-002-次仓,已审核,2027-07-11,D型,712,正常,LG202603240712,中通,SUP-000712,供应商物料-712
BS-00000713,2026-03-22,RK-00000713,01,2026-03-22,SKU-0018,物料-26,866,R20260322-0713,WH-001-主仓,已审核,2027-01-25,B型,970,正常,LG202603220713,顺丰,SUP-000713,供应商物料-713
BS-00000714,2026-03-13,RK-00000714,03,2026-03-13,SKU-0005,物料-25,305,R20260313-0714,WH-001-主仓,已审核,2027-02-20,C型,910,破损,LG202603130714,顺丰,SUP-000714,供应商物料-714
BS-00000715,2026-05-20,RK-00000715,03,2026-05-20,SKU-0021,物料-19,37,R20260520-0715,WH-002-次仓,已审核,2028-02-08,D型,546,,LG202605200715,申通,SUP-000715,供应商物料-715
BS-00000716,2026-03-23,RK-00000716,01,2026-03-23,SKU-0006,物料-04,346,R20260323-0716,WH-003-电商仓,已审核,2028-02-07,C型,259,正常,LG202603230716,圆通,SUP-000716,供应商物料-716
BS-00000717,2026-04-17,RK-00000717,01,2026-04-19,SKU-0004,物料-03,296,R20260417-0717,WH-003-电商仓,已审核,2026-12-21,D型,548,正常,LG202604170717,申通,SUP-000717,供应商物料-717
BS-00000718,2026-05-06,RK-00000718,03,2026-05-07,SKU-0009,物料-13,640,R20260506-0718,WH-002-次仓,已审核,2028-03-15,B型,691,正常,LG202605060718,申通,SUP-000718,供应商物料-718
BS-00000719,2026-06-07,RK-00000719,02,2026-06-08,SKU-0005,物料-25,352,R20260607-0719,WH-001-主仓,已审核,2027-04-17,D型,126,,LG202606070719,中通,SUP-000719,供应商物料-719
BS-00000720,2026-05-02,RK-00000720,02,2026-05-04,SKU-0004,物料-16,40,R20260502-0720,WH-003-电商仓,已审核,2028-03-13,B型,901,破损,LG202605020720,圆通,SUP-000720,供应商物料-720
BS-00000721,2026-05-23,RK-00000721,03,2026-05-24,SKU-0030,物料-13,675,R20260523-0721,WH-002-次仓,已审核,2027-10-29,D型,576,,LG202605230721,申通,SUP-000721,供应商物料-721
BS-00000722,2026-06-09,RK-00000722,02,2026-06-11,SKU-0009,物料-30,781,R20260609-0722,WH-002-次仓,已审核,2027-01-28,D型,495,破损,LG202606090722,顺丰,SUP-000722,供应商物料-722
BS-00000723,2026-03-15,RK-00000723,02,2026-03-17,SKU-0018,物料-21,496,R20260315-0723,WH-002-次仓,已审核,2027-08-08,C型,372,正常,LG202603150723,顺丰,SUP-000723,供应商物料-723
BS-00000724,2026-03-15,RK-00000724,01,2026-03-17,SKU-0027,物料-30,628,R20260315-0724,WH-003-电商仓,已审核,2027-11-04,A型,35,,LG202603150724,申通,SUP-000724,供应商物料-724
BS-00000725,2026-04-29,RK-00000725,02,2026-05-01,SKU-0011,物料-10,260,R20260429-0725,WH-002-次仓,已审核,2027-09-03,B型,793,,LG202604290725,中通,SUP-000725,供应商物料-725
BS-00000726,2026-05-02,RK-00000726,01,2026-05-03,SKU-0016,物料-13,372,R20260502-0726,WH-001-主仓,已审核,2027-03-15,C型,886,正常,LG202605020726,中通,SUP-000726,供应商物料-726
BS-00000727,2026-04-14,RK-00000727,02,2026-04-16,SKU-0002,物料-08,116,R20260414-0727,WH-001-主仓,已审核,2027-09-30,A型,629,,LG202604140727,申通,SUP-000727,供应商物料-727
BS-00000728,2026-04-02,RK-00000728,03,2026-04-02,SKU-0029,物料-12,515,R20260402-0728,WH-002-次仓,未审核,2028-02-12,C型,611,正常,LG202604020728,圆通,SUP-000728,供应商物料-728
BS-00000729,2026-03-24,RK-00000729,01,2026-03-26,SKU-0016,物料-08,451,R20260324-0729,WH-002-次仓,已审核,2027-05-02,B型,502,正常,LG202603240729,中通,SUP-000729,供应商物料-729
BS-00000730,2026-05-13,RK-00000730,03,2026-05-14,SKU-0019,物料-09,126,R20260513-0730,WH-002-次仓,已审核,2027-02-15,A型,366,破损,LG202605130730,顺丰,SUP-000730,供应商物料-730
BS-00000731,2026-03-26,RK-00000731,01,2026-03-27,SKU-0010,物料-10,254,R20260326-0731,WH-001-主仓,未审核,2027-07-25,A型,421,破损,LG202603260731,圆通,SUP-000731,供应商物料-731
BS-00000732,2026-04-20,RK-00000732,02,2026-04-21,SKU-0004,物料-07,88,R20260420-0732,WH-003-电商仓,已审核,2027-11-11,A型,485,正常,LG202604200732,申通,SUP-000732,供应商物料-732
BS-00000733,2026-04-18,RK-00000733,03,2026-04-19,SKU-0012,物料-03,750,R20260418-0733,WH-001-主仓,已审核,2027-01-13,B型,423,正常,LG202604180733,圆通,SUP-000733,供应商物料-733
BS-00000734,2026-05-05,RK-00000734,01,2026-05-05,SKU-0026,物料-05,495,R20260505-0734,WH-002-次仓,未审核,2027-11-09,B型,903,,LG202605050734,中通,SUP-000734,供应商物料-734
BS-00000735,2026-04-24,RK-00000735,03,2026-04-26,SKU-0009,物料-03,32,R20260424-0735,WH-003-电商仓,未审核,2027-05-12,C型,131,正常,LG202604240735,中通,SUP-000735,供应商物料-735
BS-00000736,2026-05-16,RK-00000736,03,2026-05-16,SKU-0013,物料-18,206,R20260516-0736,WH-003-电商仓,已审核,2027-03-08,D型,470,正常,LG202605160736,顺丰,SUP-000736,供应商物料-736
BS-00000737,2026-05-16,RK-00000737,02,2026-05-18,SKU-0005,物料-19,370,R20260516-0737,WH-002-次仓,已审核,2027-01-16,D型,866,,LG202605160737,申通,SUP-000737,供应商物料-737
BS-00000738,2026-04-23,RK-00000738,01,2026-04-25,SKU-0002,物料-28,709,R20260423-0738,WH-002-次仓,已审核,2027-02-27,D型,438,正常,LG202604230738,圆通,SUP-000738,供应商物料-738
BS-00000739,2026-05-22,RK-00000739,02,2026-05-22,SKU-0003,物料-10,436,R20260522-0739,WH-001-主仓,未审核,2027-12-08,D型,252,正常,LG202605220739,圆通,SUP-000739,供应商物料-739
BS-00000740,2026-04-18,RK-00000740,03,2026-04-18,SKU-0008,物料-09,226,R20260418-0740,WH-001-主仓,已审核,2027-01-14,C型,412,破损,LG202604180740,圆通,SUP-000740,供应商物料-740
BS-00000741,2026-06-01,RK-00000741,01,2026-06-02,SKU-0006,物料-25,999,R20260601-0741,WH-001-主仓,已审核,2027-02-12,B型,790,正常,LG202606010741,圆通,SUP-000741,供应商物料-741
BS-00000742,2026-04-09,RK-00000742,03,2026-04-11,SKU-0029,物料-24,768,R20260409-0742,WH-002-次仓,已审核,2027-06-14,C型,261,正常,LG202604090742,顺丰,SUP-000742,供应商物料-742
BS-00000743,2026-05-25,RK-00000743,03,2026-05-27,SKU-0005,物料-07,675,R20260525-0743,WH-003-电商仓,已审核,2027-10-06,A型,84,,LG202605250743,顺丰,SUP-000743,供应商物料-743
BS-00000744,2026-05-06,RK-00000744,01,2026-05-08,SKU-0004,物料-01,716,R20260506-0744,WH-001-主仓,已审核,2026-12-25,B型,121,破损,LG202605060744,顺丰,SUP-000744,供应商物料-744
BS-00000745,2026-03-17,RK-00000745,03,2026-03-19,SKU-0020,物料-25,637,R20260317-0745,WH-002-次仓,已审核,2027-02-04,B型,672,破损,LG202603170745,中通,SUP-000745,供应商物料-745
BS-00000746,2026-03-20,RK-00000746,01,2026-03-22,SKU-0016,物料-10,205,R20260320-0746,WH-003-电商仓,已审核,2026-12-10,D型,791,正常,LG202603200746,顺丰,SUP-000746,供应商物料-746
BS-00000747,2026-04-02,RK-00000747,01,2026-04-04,SKU-0008,物料-02,576,R20260402-0747,WH-002-次仓,已审核,2027-02-16,C型,979,破损,LG202604020747,顺丰,SUP-000747,供应商物料-747
BS-00000748,2026-04-26,RK-00000748,01,2026-04-27,SKU-0012,物料-06,696,R20260426-0748,WH-002-次仓,已审核,2026-12-06,D型,619,破损,LG202604260748,申通,SUP-000748,供应商物料-748
BS-00000749,2026-06-08,RK-00000749,03,2026-06-10,SKU-0022,物料-26,987,R20260608-0749,WH-002-次仓,未审核,2027-03-31,B型,369,破损,LG202606080749,申通,SUP-000749,供应商物料-749
BS-00000750,2026-04-11,RK-00000750,02,2026-04-12,SKU-0005,物料-21,452,R20260411-0750,WH-001-主仓,已审核,2027-03-03,D型,776,,LG202604110750,申通,SUP-000750,供应商物料-750
BS-00000751,2026-04-01,RK-00000751,03,2026-04-03,SKU-0005,物料-06,468,R20260401-0751,WH-002-次仓,已审核,2026-10-18,A型,928,,LG202604010751,申通,SUP-000751,供应商物料-751
BS-00000752,2026-04-18,RK-00000752,03,2026-04-20,SKU-0022,物料-24,468,R20260418-0752,WH-002-次仓,已审核,2028-04-02,B型,177,破损,LG202604180752,顺丰,SUP-000752,供应商物料-752
BS-00000753,2026-05-02,RK-00000753,01,2026-05-02,SKU-0013,物料-08,493,R20260502-0753,WH-002-次仓,已审核,2027-04-04,A型,259,破损,LG202605020753,顺丰,SUP-000753,供应商物料-753
BS-00000754,2026-03-30,RK-00000754,02,2026-04-01,SKU-0011,物料-26,153,R20260330-0754,WH-001-主仓,已审核,2028-01-14,B型,841,正常,LG202603300754,中通,SUP-000754,供应商物料-754
BS-00000755,2026-03-21,RK-00000755,01,2026-03-21,SKU-0011,物料-18,323,R20260321-0755,WH-002-次仓,已审核,2026-11-03,D型,767,破损,LG202603210755,圆通,SUP-000755,供应商物料-755
BS-00000756,2026-04-26,RK-00000756,03,2026-04-26,SKU-0019,物料-07,884,R20260426-0756,WH-002-次仓,已审核,2027-12-15,B型,222,,LG202604260756,圆通,SUP-000756,供应商物料-756
BS-00000757,2026-05-26,RK-00000757,02,2026-05-26,SKU-0007,物料-18,738,R20260526-0757,WH-001-主仓,已审核,2027-03-11,B型,452,正常,LG202605260757,申通,SUP-000757,供应商物料-757
BS-00000758,2026-06-02,RK-00000758,01,2026-06-03,SKU-0017,物料-01,266,R20260602-0758,WH-002-次仓,已审核,2028-05-10,C型,797,,LG202606020758,中通,SUP-000758,供应商物料-758
BS-00000759,2026-05-16,RK-00000759,03,2026-05-16,SKU-0005,物料-28,648,R20260516-0759,WH-003-电商仓,未审核,2027-09-11,C型,937,,LG202605160759,顺丰,SUP-000759,供应商物料-759
BS-00000760,2026-05-29,RK-00000760,03,2026-05-29,SKU-0006,物料-24,483,R20260529-0760,WH-002-次仓,已审核,2028-03-20,A型,855,,LG202605290760,圆通,SUP-000760,供应商物料-760
BS-00000761,2026-04-18,RK-00000761,02,2026-04-18,SKU-0029,物料-25,694,R20260418-0761,WH-002-次仓,已审核,2027-02-28,C型,801,,LG202604180761,申通,SUP-000761,供应商物料-761
BS-00000762,2026-05-12,RK-00000762,03,2026-05-14,SKU-0030,物料-14,615,R20260512-0762,WH-001-主仓,已审核,2027-01-23,B型,55,,LG202605120762,申通,SUP-000762,供应商物料-762
BS-00000763,2026-05-22,RK-00000763,03,2026-05-23,SKU-0018,物料-23,508,R20260522-0763,WH-001-主仓,已审核,2027-08-14,C型,27,正常,LG202605220763,圆通,SUP-000763,供应商物料-763
BS-00000764,2026-04-26,RK-00000764,03,2026-04-27,SKU-0018,物料-20,911,R20260426-0764,WH-001-主仓,已审核,2027-01-15,D型,888,,LG202604260764,圆通,SUP-000764,供应商物料-764
BS-00000765,2026-04-15,RK-00000765,03,2026-04-16,SKU-0009,物料-07,228,R20260415-0765,WH-001-主仓,已审核,2028-01-22,C型,767,破损,LG202604150765,圆通,SUP-000765,供应商物料-765
BS-00000766,2026-04-23,RK-00000766,02,2026-04-24,SKU-0018,物料-20,573,R20260423-0766,WH-003-电商仓,已审核,2027-06-18,A型,359,正常,LG202604230766,顺丰,SUP-000766,供应商物料-766
BS-00000767,2026-04-10,RK-00000767,03,2026-04-12,SKU-0019,物料-07,540,R20260410-0767,WH-002-次仓,已审核,2026-12-09,B型,229,破损,LG202604100767,圆通,SUP-000767,供应商物料-767
BS-00000768,2026-05-23,RK-00000768,03,2026-05-23,SKU-0017,物料-04,367,R20260523-0768,WH-002-次仓,已审核,2027-07-16,D型,697,正常,LG202605230768,中通,SUP-000768,供应商物料-768
BS-00000769,2026-05-13,RK-00000769,03,2026-05-15,SKU-0009,物料-30,246,R20260513-0769,WH-003-电商仓,已审核,2027-02-11,D型,407,破损,LG202605130769,中通,SUP-000769,供应商物料-769
BS-00000770,2026-04-10,RK-00000770,02,2026-04-11,SKU-0001,物料-30,692,R20260410-0770,WH-001-主仓,已审核,2027-11-08,A型,755,,LG202604100770,圆通,SUP-000770,供应商物料-770
BS-00000771,2026-06-02,RK-00000771,02,2026-06-04,SKU-0020,物料-25,284,R20260602-0771,WH-002-次仓,已审核,2027-01-16,C型,959,破损,LG202606020771,顺丰,SUP-000771,供应商物料-771
BS-00000772,2026-04-09,RK-00000772,01,2026-04-11,SKU-0023,物料-05,816,R20260409-0772,WH-003-电商仓,已审核,2028-01-01,B型,670,,LG202604090772,申通,SUP-000772,供应商物料-772
BS-00000773,2026-05-16,RK-00000773,02,2026-05-17,SKU-0018,物料-23,885,R20260516-0773,WH-002-次仓,已审核,2027-04-05,A型,107,正常,LG202605160773,圆通,SUP-000773,供应商物料-773
BS-00000774,2026-05-22,RK-00000774,03,2026-05-22,SKU-0024,物料-27,681,R20260522-0774,WH-003-电商仓,已审核,2027-12-20,D型,14,,LG202605220774,圆通,SUP-000774,供应商物料-774
BS-00000775,2026-06-08,RK-00000775,02,2026-06-10,SKU-0013,物料-24,761,R20260608-0775,WH-003-电商仓,已审核,2027-10-03,D型,905,破损,LG202606080775,圆通,SUP-000775,供应商物料-775
BS-00000776,2026-05-24,RK-00000776,02,2026-05-25,SKU-0008,物料-21,586,R20260524-0776,WH-002-次仓,已审核,2028-01-21,D型,168,,LG202605240776,中通,SUP-000776,供应商物料-776
BS-00000777,2026-04-02,RK-00000777,02,2026-04-04,SKU-0028,物料-01,226,R20260402-0777,WH-001-主仓,已审核,2026-10-15,A型,972,,LG202604020777,中通,SUP-000777,供应商物料-777
BS-00000778,2026-04-15,RK-00000778,03,2026-04-17,SKU-0014,物料-20,568,R20260415-0778,WH-001-主仓,未审核,2026-12-31,D型,96,正常,LG202604150778,申通,SUP-000778,供应商物料-778
BS-00000779,2026-04-22,RK-00000779,01,2026-04-24,SKU-0003,物料-03,406,R20260422-0779,WH-003-电商仓,已审核,2027-04-20,B型,752,,LG202604220779,顺丰,SUP-000779,供应商物料-779
BS-00000780,2026-04-04,RK-00000780,01,2026-04-04,SKU-0004,物料-13,83,R20260404-0780,WH-001-主仓,未审核,2028-01-10,D型,129,正常,LG202604040780,圆通,SUP-000780,供应商物料-780
BS-00000781,2026-04-06,RK-00000781,01,2026-04-08,SKU-0011,物料-07,987,R20260406-0781,WH-002-次仓,已审核,2027-07-12,A型,452,破损,LG202604060781,圆通,SUP-000781,供应商物料-781
BS-00000782,2026-04-11,RK-00000782,01,2026-04-13,SKU-0007,物料-06,685,R20260411-0782,WH-003-电商仓,已审核,2026-12-17,A型,181,正常,LG202604110782,圆通,SUP-000782,供应商物料-782
BS-00000783,2026-06-06,RK-00000783,02,2026-06-06,SKU-0021,物料-06,991,R20260606-0783,WH-002-次仓,已审核,2027-03-02,D型,585,破损,LG202606060783,申通,SUP-000783,供应商物料-783
BS-00000784,2026-03-13,RK-00000784,01,2026-03-15,SKU-0005,物料-02,719,R20260313-0784,WH-002-次仓,已审核,2027-09-08,A型,615,破损,LG202603130784,圆通,SUP-000784,供应商物料-784
BS-00000785,2026-04-19,RK-00000785,02,2026-04-21,SKU-0002,物料-16,932,R20260419-0785,WH-001-主仓,已审核,2027-05-06,C型,691,,LG202604190785,中通,SUP-000785,供应商物料-785
